FID,sta_seq,name,ylat,xlong,Strahler,HydroID,StrMi,SqMi,SqKm,Chg,OBJECTID,DrainID,SHAPE_Leng,SHAPE_Area,FNODE_,TNODE_,LPOLY_,RPOLY_,HSI_State_,NHDRCH_,NHDRCH_ID,FLOW,Enabled,checked,Div,ICCnt,ICSum,POTW,IC_Avg,SD_Pct,Q99,DIV_CFS,POTW_CFS,DivQ99,POTWQ99,DamStrMi,ICMetric,DIVMetric,DAMMetric,STPMetric,SumMetric,HSI
23,16711,GUINEA BROOK,41.820000000000000,-73.445300000000003,3,103006428,4.000000000000000,1.152298549000000,2.984000000000000,0,2450,103006428,2040.002561900000046,128700.054000000003725,6232,6241,1,1,316.667738434999990,6092,14175,0,1,0,0.000000000000000,3660.000000000000000,218.000000000000000,0.000000000000000,0.059562841530000,0.000000000000000,0.001024816440000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000
24,18510,Bull Mountain Brook,41.689559000000003,-73.450090000000003,3,103010241,4.070000000000000,1.913583425000000,4.956000000000000,0,2798,103010241,14819.999757800000225,8293500.622170000337064,9946,10190,1,1,4057.665412440000182,9961,10364,0,1,0,0.000000000000000,5659.000000000000000,1806.000000000000000,0.000000000000000,0.319137656830000,0.522579777260000,0.013916319580000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.245700245700000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,6.000000000000000,2.000000000000000
25,15519,Bee Brook,41.657100000000000,-73.318100000000001,3,103010888,11.907703886000000,4.699805014000000,12.172000000000001,0,2830,103010888,20220.000274800000625,8862300.131710000336170,10415,10796,1,1,6716.509740239999701,10552,9875,0,1,0,0.000000000000000,14185.000000000000000,17879.000000000000000,0.000000000000000,1.260415932320000,3.280535734160000,0.104508957630000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.083979246510000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,5.000000000000000,1.000000000000000
26,16599,CROSS BROOK,41.592500000000001,-73.396900000000002,2,103012122,2.920000000000000,1.127199128000000,2.919000000000000,0,2898,103012122,9659.994120999999723,1291500.117599999997765,12497,12493,1,1,2182.861861559999852,12234,7747,0,1,0,0.000000000000000,3361.000000000000000,3336.000000000000000,0.000000000000000,0.992561737580000,0.833426761660000,0.009259230860000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.027397260270000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,6.000000000000000,2.000000000000000
27,14329,Naugatuck River,41.530400000000000,-73.040199999999999,5,103013787,505.209081810999976,197.262129323000011,510.906999999999982,0,3009,103013787,34980.001824600003602,26228699.334600001573563,13696,14011,1,142,6870.752339380000194,13731,6450,0,1,0,80.909999999999997,595285.000000000000000,5035287.000000000000000,8.380000000000001,8.458615621090001,5.996944002470000,13.229880282500000,125.186270071999999,12.965776087000000,9.462388729020001,0.980037295130000,0.114803953630000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,12.000000000000000,3.000000000000000
28,17125,TRANSYLVANIA BROOK,41.495600000000003,-73.257499999999993,2,103014471,6.910000000000000,2.850072317000000,7.382000000000000,0,3047,103014471,12360.001547500000015,2981700.320439999923110,14659,14763,142,142,1696.225384110000050,14471,5484,0,1,0,0.000000000000000,8423.000000000000000,8476.000000000000000,0.000000000000000,1.006292294910000,6.297189727410000,0.079080745710000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000
29,17342,Ball Pond Brook,41.465000000000003,-73.465000000000003,4,103015243,17.456872944000001,7.190375828400000,18.623000000000001,0,3085,103015243,9839.998985160000302,3751199.546190000139177,15476,15440,1,1,2037.449865690000024,15187,4718,0,1,0,0.000000000000000,21796.000000000000000,64898.000000000000000,0.000000000000000,2.977518810790000,0.000000000000000,0.009464160710000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.114568056170000,2.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,7.000000000000000,2.000000000000000
30,14254,Housatonic River,41.890599999999999,-73.357600000000005,5,103004659,1197.527380060000041,667.716591203999997,1729.378999999999905,0,3444,103004659,36120.006689599998936,31608000.151000000536442,4523,4738,1,1,5702.966318439999668,4603,15933,0,1,0,10.050000000000001,1966349.000000000000000,3567839.000000000000000,1.420000000000000,1.814448503290000,10.490535488500001,77.057183404400007,15.549647932499999,2.197064683000000,0.201793619300000,0.028512133270000,0.018371187470000,1.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,7.000000000000000,2.000000000000000
31,17659,Ocain Brook,41.900052000000002,-73.269036999999997,3,103004853,10.490000000000000,3.746665833000000,9.704000000000001,0,3459,103004853,19800.002578399999038,9450001.062079999595881,4572,4547,1,1,4019.930314570000064,4461,15908,0,1,0,0.000000000000000,11346.000000000000000,4176.000000000000000,0.000000000000000,0.368059227920000,1.628342008850000,0.055772308140000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000
32,15860,West Branch Naugatuck River,41.798000000000002,-73.117699999999999,5,103006979,86.013001283999998,32.507506383299997,84.194000000000003,0,3645,103006979,19200.004113899998629,6997500.097509999759495,6778,6870,78,1,3080.533493800000088,6699,13609,0,1,0,0.000000000000000,97789.000000000000000,254014.000000000000000,0.000000000000000,2.597572324090000,2.294531708510000,0.913441959320000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.127887642980000,2.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,7.000000000000000,2.000000000000000
33,16524,BOG HOLLOW BROOK,41.741399999999999,-73.496099999999998,3,103008588,10.740000000000000,6.319336302000000,16.367000000000001,0,3810,103008588,11220.000778400000854,3186000.159539999905974,8507,8517,1,1,1244.057089989999895,8308,11832,0,1,0,0.000000000000000,18838.000000000000000,3040.000000000000000,0.000000000000000,0.161375942240000,0.178678947600000,0.034567231170000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000
34,18514,Bull Mountain Brook (""Iron Mountain Stream""),41.703229000000000,-73.430340000000001,1,103009848,1.060000000000000,0.660000000000000,1.709000000000000,0,3891,103009848,22259.998740700000781,13663800.747400000691414,9591,9788,1,1,5066.056877869999880,9568,10725,0,1,0,0.000000000000000,1925.000000000000000,263.000000000000000,0.000000000000000,0.136623376620000,0.000000000000000,0.000520964690000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000
35,15009,Weekeepeemee River,41.638646000000001,-73.224907000000002,3,103011435,8.699999999999999,3.174897977000000,8.223000000000001,0,3994,103011435,9240.000520609999512,2758499.797780000139028,11233,11421,142,142,2542.007361370000126,11155,9011,0,1,0,0.000000000000000,9635.000000000000000,9918.000000000000000,0.000000000000000,1.029372080950000,1.958929045300000,0.050065659430000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.114942528740000,1.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,6.000000000000000,2.000000000000000
36,17313,Dibbles Brook,41.398800000000001,-73.386499999999998,2,103016603,3.678297298000000,1.094945745000000,2.836000000000000,0,4295,103016603,3839.997955580000053,503999.447977999981958,16829,16859,1,1,506.868368906999990,16547,3254,0,1,0,0.000000000000000,3390.000000000000000,45249.000000000000000,0.000000000000000,13.347787610599999,39.955260558600003,0.062782609560000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,6.000000000000000,2.000000000000000
37,15994,Eightmile Brook,41.384200000000000,-73.164199999999994,4,103016998,46.322860464999998,16.540956799500002,42.841000000000001,0,4315,103016998,1080.000513010000077,35100.053825000002689,17296,17312,142,142,173.781698981999995,16998,2765,0,1,0,0.000000000000000,50175.000000000000000,125866.000000000000000,0.000000000000000,2.508540109620000,8.418514303969999,0.774097305880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.021587613330000,2.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,2.000000000000000
38,14195,Farmill River,41.259099999999997,-73.097899999999996,4,103018783,67.311855797000007,24.732328242400001,64.055999999999997,0,4419,103018783,28320.002074399999401,21438900.447000000625849,19008,19088,1,1,6933.367747430000236,18783,992,0,1,0,196.020000000000010,74984.000000000000000,937458.000000000000000,0.000000000000000,12.502107116199999,8.890014932360000,1.296657340720000,303.287759972999993,0.000000000000000,233.899697667999988,0.000000000000000,0.059424895550000,3.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,9.000000000000000,3.000000000000000
