Cruise,Station Name,Date,Time_ON,Time_OFF
BOLDA09,01,2009-08-10,22:42:00,23:08:00
BOLDA09,02,2009-08-11,00:12:00,00:29:00
BOLDA09,03,2009-08-10,21:54:00,22:20:00
BOLDA09,04,2009-08-11,01:21:00,01:36:00
BOLDA09,05,2009-08-10,20:23:00,21:12:00
BOLDA09,06,2009-08-11,01:57:00,02:11:00
BOLDA09,B3,2009-08-10,23:35:00,23:55:00
BOLDA09,C1,2009-08-11,00:42:00,00:57:00
BOLDA09,C2,2009-08-11,02:29:00,02:46:00
BOLDB09,01,2009-08-11,04:09:00,04:25:00
BOLDB09,02,2009-08-11,05:21:00,05:36:00
BOLDB09,03,2009-08-11,03:34:00,03:49:00
BOLDB09,05,2009-08-11,02:58:00,03:10:00
BOLDB09,06,2009-08-11,06:51:00,07:05:00
BOLDB09,B3,2009-08-11,04:48:00,05:06:00
BOLDB09,C1,2009-08-11,05:48:00,06:03:00
BOLDB09,C2,2009-08-11,07:27:00,07:38:00
BOLDC09,01,2009-08-11,09:13:00,09:30:00
BOLDC09,02,2009-08-11,12:09:00,12:20:00
BOLDC09,03,2009-08-11,08:34:00,08:51:00
BOLDC09,04,2009-08-11,13:16:00,13:25:00
BOLDC09,05,2009-08-11,07:57:00,08:09:00
BOLDC09,A4,2009-08-11,10:20:00,10:36:00
BOLDC09,B3,2009-08-11,11:27:00,11:47:00
BOLDC09,BLANK,2009-08-11,00:00:00,00:00:00
BOLDC09,C1,2009-08-11,12:36:00,12:49:00
BOLDC09,C2,2009-08-11,13:51:00,14:05:00
BOLDD09,01,2009-08-11,15:10:00,15:20:00
BOLDD09,02,2009-08-11,17:35:00,17:45:00
BOLDD09,03,2009-08-11,14:30:00,14:45:00
BOLDD09,04,2009-08-11,18:32:00,18:50:00
BOLDD09,06,2009-08-11,19:06:00,19:26:00
BOLDD09,A4,2009-08-11,16:11:00,16:26:00
BOLDD09,B3,2009-08-11,17:08:00,17:15:00
BOLDD09,C1,2009-08-11,18:00:00,18:08:00
BOLDD09,C2,2009-08-11,19:45:00,20:01:00
BOLDE09,01,2009-08-11,21:05:00,21:20:00
BOLDE09,02,2009-08-11,23:34:00,23:50:00
BOLDE09,03,2009-08-11,20:26:00,20:43:00
BOLDE09,04,2009-08-12,00:57:00,01:07:00
BOLDE09,06,2009-08-12,01:34:00,01:46:00
BOLDE09,A4,2009-08-11,22:10:00,22:26:00
BOLDE09,B3,2009-08-11,23:00:00,23:16:00
BOLDE09,BLANK,2009-08-11,00:00:00,00:00:00
BOLDE09,C1,2009-08-12,00:03:00,00:31:00
BOLDE09,C2,2009-08-12,02:04:00,02:16:00
BOLDF09,01,2009-08-12,03:13:00,03:25:00
BOLDF09,02,2009-08-12,06:22:00,06:34:00
BOLDF09,03,2009-08-12,02:36:00,02:50:00
BOLDF09,04,2009-08-12,07:36:00,07:45:00
BOLDF09,06,2009-08-12,08:10:00,08:23:00
BOLDF09,A4,2009-08-12,04:57:00,05:13:00
BOLDF09,B3,2009-08-12,05:50:00,06:04:00
BOLDF09,C1,2009-08-12,06:55:00,07:06:00
BOLDF09,C2,2009-08-12,08:41:00,09:00:00
BOLDG09,01,2009-08-12,10:28:00,10:44:00
BOLDG09,02,2009-08-12,11:43:00,11:54:00
BOLDG09,03,2009-08-12,09:53:00,10:09:00
BOLDG09,04,2009-08-12,12:53:00,13:04:00
BOLDG09,05,2009-08-12,09:17:00,09:25:00
BOLDG09,06,2009-08-12,13:27:00,13:40:00
BOLDG09,B3,2009-08-12,11:10:00,11:26:00
BOLDG09,BLANK,2009-08-12,00:00:00,00:00:00
BOLDG09,C1,2009-08-12,12:14:00,12:27:00
BOLDG09,C2,2009-08-12,13:56:00,14:12:00
BOLDH09,01,2009-08-12,15:32:00,15:44:00
BOLDH09,02,2009-08-12,16:58:00,17:07:00
BOLDH09,03,2009-08-12,14:58:00,15:12:00
BOLDH09,04,2009-08-12,18:07:00,18:19:00
BOLDH09,05,2009-08-12,14:27:00,14:37:00
BOLDH09,06,2009-08-12,18:42:00,18:56:00
BOLDH09,B3,2009-08-12,16:18:00,16:36:00
BOLDH09,C1,2009-08-12,17:21:00,17:40:00
BOLDH09,C2,2009-08-12,19:13:00,19:31:00
BOLDI09,01,2009-08-12,21:03:00,21:15:00
BOLDI09,02,2009-08-12,22:07:00,22:18:00
BOLDI09,03,2009-08-12,20:18:00,20:36:00
BOLDI09,04,2009-08-12,23:11:00,23:22:00
BOLDI09,05,2009-08-12,19:44:00,19:55:00
BOLDI09,06,2009-08-12,23:46:00,00:00:00
BOLDI09,B3,2009-08-12,21:36:00,21:48:00
BOLDI09,BLANK,2009-08-12,00:00:00,00:00:00
BOLDI09,C1,2009-08-12,22:31:00,22:44:00
BOLDI09,C2,2009-08-13,00:17:00,00:29:00
BOLDJ09,01,2009-08-13,01:57:00,02:08:00
BOLDJ09,02,2009-08-13,03:00:00,03:14:00
BOLDJ09,03,2009-08-13,01:20:00,01:32:00
BOLDJ09,04,2009-08-13,04:12:00,04:38:00
BOLDJ09,05,2009-08-13,00:46:00,00:56:00
BOLDJ09,06,2009-08-13,05:05:00,05:25:00
BOLDJ09,B3,2009-08-13,02:31:00,02:43:00
BOLDJ09,C1,2009-08-13,03:30:00,03:42:00
BOLDJ09,C2,2009-08-13,05:38:00,05:54:00
BOLDK09,01,2009-08-13,07:44:00,07:57:00
BOLDK09,02,2009-08-13,08:45:00,09:01:00
BOLDK09,03,2009-08-13,07:06:00,07:20:00
BOLDK09,04,2009-08-13,09:55:00,10:05:00
BOLDK09,05,2009-08-13,06:10:00,06:22:00
BOLDK09,06,2009-08-13,10:26:00,10:39:00
BOLDK09,B3,2009-08-13,08:14:00,08:30:00
BOLDK09,C1,2009-08-13,09:14:00,09:30:00
BOLDK09,C2,2009-08-13,10:57:00,11:13:00
BOLDL09,01,2009-08-13,12:40:00,12:51:00
BOLDL09,02,2009-08-13,13:44:00,13:55:00
BOLDL09,03,2009-08-13,12:00:00,12:15:00
BOLDL09,04,2009-08-13,14:48:00,14:58:00
BOLDL09,05,2009-08-13,11:26:00,11:42:00
BOLDL09,06,2009-08-13,15:23:00,15:32:00
BOLDL09,B3,2009-08-13,13:14:00,13:24:00
BOLDL09,BLANK,2009-08-13,00:00:00,00:00:00
BOLDL09,C1,2009-08-13,14:13:00,14:23:00
BOLDL09,C2,2009-08-13,15:50:00,16:09:00
CHFEB00,09,2000-02-16,13:54:00,14:02:00
CHFEB00,A4,2000-02-16,11:57:00,12:08:00
CHFEB00,B3,2000-02-16,11:18:00,11:27:00
CHFEB00,BLANK A,2000-02-16,00:00:00,00:00:00
CHFEB00,C1,2000-02-16,10:47:00,10:57:00
CHFEB00,C2,2000-02-16,10:15:00,10:25:00
CHFEB00,D3,2000-02-16,09:41:00,09:53:00
CHFEB00,E1,2000-02-16,08:59:00,09:11:00
CHFEB01,09,2001-02-20,14:06:00,14:14:00
CHFEB01,A4,2001-02-20,12:09:00,12:20:00
CHFEB01,B3,2001-02-20,11:31:00,11:41:00
CHFEB01,BLANK A,2001-02-20,00:00:00,00:00:00
CHFEB01,C1,2001-02-20,11:02:00,11:12:00
CHFEB01,C2,2001-02-20,10:28:00,10:39:00
CHFEB01,D3,2001-02-20,09:54:00,10:06:00
CHFEB01,E1,2001-02-20,09:13:00,09:25:00
CHFEB02,09,2002-02-19,09:23:00,09:32:00
CHFEB02,A4,2002-02-19,11:50:00,12:02:00
CHFEB02,B3,2002-02-19,11:17:00,11:25:00
CHFEB02,C1,2002-02-19,12:51:00,12:59:00
CHFEB02,C2,2002-02-19,10:23:00,10:35:00
CHFEB02,D3,2002-02-19,13:43:00,13:57:00
CHFEB04,09,2004-02-19,09:08:00,09:18:00
CHFEB04,A4,2004-02-19,11:45:00,11:57:00
CHFEB04,B3,2004-02-19,10:58:00,11:11:00
CHFEB04,BLANK A,2004-02-19,00:00:00,00:00:00
CHFEB04,C1,2004-02-19,12:41:00,12:57:00
CHFEB04,C2,2004-02-19,10:08:00,10:18:00
CHFEB04,D3,2004-02-19,13:40:00,13:51:00
CHFEB08,09,2008-02-22,09:23:00,09:32:00
CHFEB08,A4,2008-02-22,12:23:00,12:34:00
CHFEB08,B3,2008-02-22,11:46:00,11:56:00
CHFEB08,BLANK A,2008-02-22,00:00:00,00:00:00
CHFEB08,C1,2008-02-22,11:15:00,11:25:00
CHFEB08,C2,2008-02-22,10:40:00,10:53:00
CHFEB08,D3,2008-02-22,10:03:00,10:17:00
CHFEB09,09,2009-02-17,08:56:00,09:06:00
CHFEB09,A4,2009-02-17,11:40:00,11:53:00
CHFEB09,B3,2009-02-17,11:02:00,11:13:00
CHFEB09,BLANK A,2009-02-17,00:00:00,00:00:00
CHFEB09,C1,2009-02-17,12:40:00,12:51:00
CHFEB09,C2,2009-02-17,10:00:00,10:19:00
CHFEB09,D3,2009-02-17,13:36:00,13:52:00
CHFEB11,09,2011-02-17,08:43:00,08:54:00
CHFEB11,A4,2011-02-17,11:32:00,11:47:00
CHFEB11,B3,2011-02-17,10:47:00,11:05:00
CHFEB11,BLANK A,2011-02-17,00:00:00,00:00:00
CHFEB11,C1,2011-02-17,12:38:00,12:51:00
CHFEB11,C2,2011-02-17,09:47:00,10:07:00
CHFEB11,D3,2011-02-17,13:38:00,13:54:00
CHFEB12,09,2012-02-16,09:00:00,09:09:00
CHFEB12,A4,2012-02-16,11:44:00,11:54:00
CHFEB12,B3,2012-02-16,11:05:00,11:14:00
CHFEB12,BLANK A,2012-02-16,00:00:00,00:00:00
CHFEB12,C1,2012-02-16,12:41:00,12:49:00
CHFEB12,C2,2012-02-16,10:04:00,10:18:00
CHFEB12,D3,2012-02-16,13:33:00,13:45:00
CHFEB13,09,2013-02-14,09:28:00,09:38:00
CHFEB13,A4,2013-02-14,12:01:00,12:12:00
CHFEB13,B3,2013-02-14,11:24:00,11:33:00
CHFEB13,BLANK A,2013-02-14,00:00:00,00:00:00
CHFEB13,C1,2013-02-14,13:06:00,13:16:00
CHFEB13,C2,2013-02-14,10:28:00,10:40:00
CHFEB13,D3,2013-02-14,14:06:00,14:19:00
CHFEB14,09,2014-02-20,09:09:00,09:16:00
CHFEB14,A4,2014-02-20,11:44:00,11:55:00
CHFEB14,B3,2014-02-20,11:07:00,11:13:00
CHFEB14,BLANK A,2014-02-20,00:00:00,00:00:00
CHFEB14,C1,2014-02-20,12:49:00,12:58:00
CHFEB14,C2,2014-02-20,10:11:00,10:21:00
CHFEB14,D3,2014-02-20,13:48:00,14:01:00
CHFEB16,09,2016-02-17,09:09:00,09:15:00
CHFEB16,A4,2016-02-17,11:57:00,12:13:00
CHFEB16,B3,2016-02-17,11:15:00,11:24:00
CHFEB16,BLANK A,2016-02-17,00:00:00,00:00:00
CHFEB16,C1,2016-02-17,13:05:00,13:13:00
CHFEB16,C2,2016-02-17,10:16:00,10:26:00
CHFEB16,D3,2016-02-17,14:01:00,00:00:00
CHFEB17,09,2017-02-21,08:57:00,09:06:00
CHFEB17,A4,2017-02-21,11:46:00,11:59:00
CHFEB17,B3,2017-02-21,11:04:00,11:12:00
CHFEB17,BLANK A,2017-02-21,00:00:00,00:00:00
CHFEB17,C1,2017-02-21,12:52:00,13:01:00
CHFEB17,C2,2017-02-21,10:03:00,10:15:00
CHFEB17,D3,2017-02-21,13:52:00,14:05:00
CHFEB18,09,2018-02-20,09:02:00,09:09:00
CHFEB18,A4,2018-02-20,11:45:00,11:56:00
CHFEB18,B3,2018-02-20,11:08:00,11:16:00
CHFEB18,BLANK A,2018-02-20,00:00:00,00:00:00
CHFEB18,C1,2018-02-20,10:37:00,10:46:00
CHFEB18,C2,2018-02-20,10:03:00,10:14:00
CHFEB18,D3,2018-02-20,13:39:00,13:52:00
CHFEB18,E1,2018-02-20,14:27:00,14:39:00
CHFEB19,09,2019-02-21,08:50:00,08:57:00
CHFEB19,A4,2019-02-21,11:26:00,11:36:00
CHFEB19,B3,2019-02-21,10:47:00,10:54:00
CHFEB19,Blank A,2019-02-21,00:00:00,00:00:00
CHFEB19,C1,2019-02-21,12:30:00,12:39:00
CHFEB19,C2,2019-02-21,09:50:00,10:01:00
CHFEB19,D3,2019-02-21,13:27:00,13:40:00
CHFEB92,BLANK A,1992-02-19,00:00:00,00:00:00
CHFEB92,F3,1992-02-19,12:32:00,00:00:00
CHFEB92,H6,1992-02-19,11:09:00,00:00:00
CHFEB92,I2,1992-02-19,09:46:00,00:00:00
CHFEB92,M3,1992-02-19,07:28:00,00:00:00
CHFEB98,09,1998-02-19,09:03:00,09:21:00
CHFEB98,A4,1998-02-19,11:46:00,11:57:00
CHFEB98,B3,1998-02-19,11:09:00,11:18:00
CHFEB98,BLANK A,1998-02-19,00:00:00,00:00:00
CHFEB98,C1,1998-02-19,12:45:00,12:54:00
CHFEB98,C2,1998-02-19,10:15:00,10:28:00
CHFEB98,D3,1998-02-19,13:40:00,13:53:00
CHFEB99,09,1999-02-16,09:10:00,09:24:00
CHFEB99,A4,1999-02-16,11:37:00,11:50:00
CHFEB99,B3,1999-02-16,11:02:00,11:12:00
CHFEB99,BLANK A,1999-02-16,00:00:00,00:00:00
CHFEB99,C1,1999-02-16,12:41:00,12:50:00
CHFEB99,C2,1999-02-16,10:08:00,10:29:00
CHFEB99,D3,1999-02-16,13:33:00,13:47:00
CHMAR00,09,2000-03-15,14:40:00,14:50:00
CHMAR00,A4,2000-03-15,12:44:00,12:56:00
CHMAR00,B3,2000-03-15,12:09:00,12:19:00
CHMAR00,BLANK C,2000-03-15,00:00:00,00:00:00
CHMAR00,C1,2000-03-15,11:35:00,11:44:00
CHMAR00,C2,2000-03-15,11:03:00,11:12:00
CHMAR00,D3,2000-03-15,10:23:00,10:37:00
CHMAR02,09,2002-03-21,09:16:00,09:26:00
CHMAR02,A4,2002-03-21,12:13:00,12:23:00
CHMAR02,B3,2002-03-21,11:37:00,11:46:00
CHMAR02,C1,2002-03-21,11:07:00,11:15:00
CHMAR02,C2,2002-03-21,10:35:00,10:45:00
CHMAR02,D3,2002-03-21,09:57:00,10:11:00
CHMAR03,09,2003-03-18,09:03:00,09:14:00
CHMAR03,A4,2003-03-18,11:49:00,12:01:00
CHMAR03,B3,2003-03-18,11:14:00,11:24:00
CHMAR03,C1,2003-03-18,12:50:00,13:06:00
CHMAR03,C2,2003-03-18,10:21:00,10:34:00
CHMAR03,D3,2003-03-18,09:43:00,09:58:00
CHMAR04,09,2004-03-18,09:20:00,09:30:00
CHMAR04,A4,2004-03-18,11:48:00,11:58:00
CHMAR04,B3,2004-03-18,11:11:00,11:20:00
CHMAR04,BLANK A,2004-03-18,00:00:00,00:00:00
CHMAR04,C1,2004-03-18,12:44:00,12:56:00
CHMAR04,C2,2004-03-18,10:20:00,10:30:00
CHMAR04,D3,2004-03-18,13:37:00,13:48:00
CHMAR07,09,2007-03-19,09:12:00,09:27:00
CHMAR07,A4,2007-03-19,12:26:00,12:39:00
CHMAR07,B3,2007-03-19,11:40:00,11:51:00
CHMAR07,BLANK A,2007-03-19,00:00:00,00:00:00
CHMAR07,C1,2007-03-19,11:07:00,11:20:00
CHMAR07,C2,2007-03-19,10:34:00,10:48:00
CHMAR07,D3,2007-03-19,09:58:00,10:13:00
CHMAR08,09,2008-03-18,08:41:00,08:49:00
CHMAR08,A4,2008-03-18,11:12:00,11:23:00
CHMAR08,B3,2008-03-18,10:35:00,10:44:00
CHMAR08,BLANK A,2008-03-18,00:00:00,00:00:00
CHMAR08,C1,2008-03-18,12:14:00,12:24:00
CHMAR08,C2,2008-03-18,09:40:00,09:52:00
CHMAR08,D3,2008-03-18,13:09:00,13:20:00
CHMAR09,09,2009-03-16,08:57:00,09:06:00
CHMAR09,A4,2009-03-16,11:36:00,11:50:00
CHMAR09,B3,2009-03-16,10:59:00,11:09:00
CHMAR09,BLANK A,2009-03-16,00:00:00,00:00:00
CHMAR09,C1,2009-03-16,12:45:00,12:58:00
CHMAR09,C2,2009-03-16,10:00:00,10:16:00
CHMAR09,D3,2009-03-16,13:50:00,00:00:00
CHMAR10,09,2010-03-17,10:06:00,10:16:00
CHMAR10,A4,2010-03-17,12:52:00,13:10:00
CHMAR10,B3,2010-03-17,12:12:00,12:24:00
CHMAR10,BLANK A,2010-03-17,00:00:00,00:00:00
CHMAR10,C1,2010-03-17,14:00:00,14:13:00
CHMAR10,C2,2010-03-17,11:08:00,11:30:00
CHMAR10,D3,2010-03-17,14:58:00,15:18:00
CHMAR12,09,2012-03-15,08:46:00,08:54:00
CHMAR12,A4,2012-03-15,11:22:00,11:34:00
CHMAR12,B3,2012-03-15,10:47:00,10:55:00
CHMAR12,BLANK A,2012-03-15,00:00:00,00:00:00
CHMAR12,C1,2012-03-15,12:24:00,12:32:00
CHMAR12,C2,2012-03-15,09:50:00,10:02:00
CHMAR12,D3,2012-03-15,13:22:00,13:33:00
CHMAR14,09,2014-03-18,08:43:00,08:51:00
CHMAR14,C2,2014-03-18,09:44:00,09:58:00
CHMAR15,09,2015-03-19,08:48:00,08:53:00
CHMAR15,A4,2015-03-19,11:16:00,11:27:00
CHMAR15,B3,2015-03-19,10:40:00,10:48:00
CHMAR15,BLANK A,2015-03-19,00:00:00,00:00:00
CHMAR15,C1,2015-03-19,12:21:00,00:00:00
CHMAR15,C2,2015-03-19,09:44:00,09:54:00
CHMAR15,D3,2015-03-19,13:15:00,13:27:00
CHMAR16,09,2016-03-23,09:03:00,09:15:00
CHMAR16,A4,2016-03-23,11:42:00,11:54:00
CHMAR16,B3,2016-03-23,11:03:00,11:11:00
CHMAR16,BLANK A,2016-03-23,00:00:00,00:00:00
CHMAR16,C1,2016-03-23,12:47:00,12:55:00
CHMAR16,C2,2016-03-23,10:07:00,10:18:00
CHMAR16,D3,2016-03-23,13:43:00,13:57:00
CHMAR98,A4,1998-03-24,11:27:00,11:35:00
CHMAR98,B3,1998-03-24,10:57:00,11:06:00
CHMAR98,BLANK A,1998-03-24,00:00:00,00:00:00
CHMAR98,C1,1998-03-24,10:33:00,10:42:00
CHMAR98,C2,1998-03-24,10:03:00,10:16:00
CHMAR98,D3,1998-03-24,09:07:00,09:37:00
CHMAR99,09,1999-03-25,09:10:00,09:19:00
CHMAR99,A4,1999-03-25,12:21:00,12:35:00
CHMAR99,B3,1999-03-25,11:42:00,11:53:00
CHMAR99,BLANK C,1999-03-25,00:00:00,00:00:00
CHMAR99,C1,1999-03-25,11:11:00,11:24:00
CHMAR99,C2,1999-03-25,10:32:00,10:48:00
CHMAR99,D3,1999-03-25,09:52:00,10:09:00
Cruise,A2,1955-04-01,00:00:00,00:00:00
EMAUG16,02,2016-08-03,09:16:00,09:24:00
EMAUG16,04,2016-08-03,08:40:00,08:48:00
EMAUG16,06,2016-08-03,07:58:00,08:15:00
EMAUG16,FR01,2016-08-09,11:09:00,11:22:00
EMAUG16,FR02,2016-08-09,10:24:00,10:32:00
EMAUG16,FR03,2016-08-09,10:00:00,10:12:00
EMAUG16,IB01,2016-08-09,12:24:00,12:40:00
EMAUG16,JC01,2016-08-09,13:20:00,00:00:00
EMAUG16,JC02,2016-08-09,12:54:00,13:08:00
EMJUL16,FR01,2016-07-11,10:58:00,00:00:00
EMJUL16,FR02,2016-07-11,10:17:00,10:24:00
EMJUL16,FR03,2016-07-11,09:50:00,09:58:00
EMJUL16,IB01,2016-07-11,12:02:00,00:00:00
EMJUL16,JC01,2016-07-11,12:54:00,00:00:00
EMJUL16,JC02,2016-07-11,12:35:00,00:00:00
EMJUN16,IB01,2016-06-15,12:37:00,00:00:00
EMJUN16,JC01,2016-06-15,11:13:00,11:17:00
EMJUN16,JC02,2016-06-15,11:50:00,00:00:00
EMJUN17,FR02,2017-06-22,11:03:00,00:00:00
EMJUN17,FR03,2017-06-22,11:40:00,00:00:00
EMJUN17,FR04,2017-06-22,10:35:00,00:00:00
EMOCT16,02,2016-10-03,09:11:00,09:18:00
EMOCT16,04,2016-10-03,08:39:00,08:46:00
EMOCT16,06,2016-10-03,07:58:00,08:17:00
EMSEP16,02,2016-09-09,09:12:00,09:22:00
EMSEP16,04,2016-09-09,08:35:00,08:45:00
EMSEP16,06,2016-09-09,08:00:00,08:14:00
EMSEP16,FR03,2016-09-14,11:53:00,12:05:00
EMSEP16,JC02,2016-09-14,10:15:00,00:00:00
HYAUG00,01,2000-08-16,13:17:00,13:25:00
HYAUG00,02,2000-08-16,11:28:00,11:39:00
HYAUG00,03,2000-08-16,10:44:00,10:56:00
HYAUG00,04,2000-08-16,10:18:00,10:26:00
HYAUG00,05,2000-08-16,13:54:00,14:02:00
HYAUG00,06,2000-08-16,09:32:00,09:41:00
HYAUG00,07,2000-08-16,09:11:00,09:20:00
HYAUG00,08,2000-08-16,14:26:00,14:36:00
HYAUG00,09,2000-08-16,08:08:00,08:15:00
HYAUG00,10,2000-08-17,12:58:00,13:09:00
HYAUG00,12,2000-08-16,07:35:00,07:44:00
HYAUG00,13,2000-08-17,14:00:00,14:10:00
HYAUG00,14,2000-08-17,11:56:00,12:04:00
HYAUG00,15,2000-08-17,12:23:00,12:32:00
HYAUG00,16,2000-08-16,15:37:00,15:46:00
HYAUG00,18,2000-08-17,15:00:00,15:08:00
HYAUG00,19,2000-08-17,09:36:00,09:47:00
HYAUG00,20,2000-08-17,10:50:00,11:00:00
HYAUG00,21,2000-08-17,15:28:00,15:36:00
HYAUG00,22,2000-08-17,09:11:00,09:21:00
HYAUG00,23,2000-08-17,08:22:00,08:31:00
HYAUG00,25,2000-08-15,12:27:00,12:37:00
HYAUG00,26,2000-08-15,16:36:00,16:44:00
HYAUG00,27,2000-08-15,14:10:00,14:22:00
HYAUG00,28,2000-08-15,13:35:00,13:45:00
HYAUG00,29,2000-08-15,16:08:00,16:16:00
HYAUG00,30,2000-08-15,14:40:00,14:49:00
HYAUG00,31,2000-08-15,11:41:00,11:51:00
HYAUG00,32,2000-08-15,15:17:00,15:25:00
HYAUG00,33,2000-08-15,11:04:00,11:14:00
HYAUG00,34,2000-08-15,07:30:00,07:40:00
HYAUG00,A2_ISC,2000-08-14,00:00:00,00:00:00
HYAUG00,A3_ISC,2000-08-14,00:00:00,00:00:00
HYAUG00,A4,2000-08-16,12:25:00,12:38:00
HYAUG00,A4_ISC,2000-08-14,00:00:00,00:00:00
HYAUG00,B3,2000-08-16,11:50:00,12:01:00
HYAUG00,BLANK A,2000-08-16,00:00:00,00:00:00
HYAUG00,BLANK B,2000-08-15,00:00:00,00:00:00
HYAUG00,C1,2000-08-16,11:05:00,11:17:00
HYAUG00,C2,2000-08-16,09:50:00,10:03:00
HYAUG00,D3,2000-08-16,08:44:00,08:57:00
HYAUG00,E1,2000-08-17,13:31:00,13:45:00
HYAUG00,F2,2000-08-17,14:30:00,14:40:00
HYAUG00,F3,2000-08-17,11:22:00,11:37:00
HYAUG00,H2,2000-08-17,08:00:00,08:10:00
HYAUG00,H4,2000-08-17,08:42:00,08:53:00
HYAUG00,H6,2000-08-15,12:54:00,13:07:00
HYAUG00,H-C1_ISC,2000-08-14,00:00:00,00:00:00
HYAUG00,I2,2000-08-15,10:12:00,10:23:00
HYAUG00,J2,2000-08-15,08:00:00,08:10:00
HYAUG00,J4,2000-08-15,08:36:00,09:17:00
HYAUG01,01,2001-08-21,15:46:00,15:56:00
HYAUG01,02,2001-08-21,13:48:00,14:00:00
HYAUG01,03,2001-08-21,13:00:00,13:14:00
HYAUG01,04,2001-08-21,12:30:00,12:44:00
HYAUG01,05,2001-08-21,16:25:00,16:36:00
HYAUG01,06,2001-08-21,11:24:00,00:00:00
HYAUG01,07,2001-08-21,09:48:00,11:11:00
HYAUG01,08,2001-08-21,16:59:00,17:10:00
HYAUG01,09,2001-08-21,08:27:00,08:35:00
HYAUG01,10,2001-08-20,10:00:00,10:11:00
HYAUG01,12,2001-08-21,07:51:00,08:04:00
HYAUG01,13,2001-08-20,08:48:00,08:59:00
HYAUG01,14,2001-08-20,11:11:00,11:24:00
HYAUG01,15,2001-08-20,10:42:00,10:52:00
HYAUG01,16,2001-08-21,18:12:00,18:20:00
HYAUG01,18,2001-08-20,07:45:00,07:56:00
HYAUG01,19,2001-08-20,13:05:00,13:17:00
HYAUG01,20,2001-08-20,12:31:00,12:43:00
HYAUG01,21,2001-08-20,07:08:00,07:22:00
HYAUG01,22,2001-08-20,13:36:00,13:49:00
HYAUG01,23,2001-08-20,14:36:00,14:47:00
HYAUG01,25,2001-08-22,10:14:00,11:47:00
HYAUG01,26,2001-08-22,07:10:00,07:19:00
HYAUG01,27,2001-08-22,08:36:00,08:46:00
HYAUG01,28,2001-08-22,09:14:00,09:24:00
HYAUG01,29,2001-08-22,07:37:00,07:45:00
HYAUG01,30,2001-08-22,08:06:00,00:00:00
HYAUG01,31,2001-08-22,12:29:00,12:40:00
HYAUG01,32,2001-08-22,14:51:00,14:59:00
HYAUG01,33,2001-08-22,13:11:00,13:18:00
HYAUG01,34,2001-08-22,15:43:00,15:53:00
HYAUG01,A4,2001-08-21,14:50:00,15:06:00
HYAUG01,B3,2001-08-21,14:11:00,14:23:00
HYAUG01,C1,2001-08-21,13:22:00,13:36:00
HYAUG01,C2,2001-08-21,11:58:00,00:00:00
HYAUG01,D3,2001-08-21,09:05:00,09:34:00
HYAUG01,E1,2001-08-20,09:17:00,09:36:00
HYAUG01,F2,2001-08-20,08:17:00,08:30:00
HYAUG01,F3,2001-08-20,11:46:00,12:03:00
HYAUG01,H2,2001-08-20,14:59:00,15:09:00
HYAUG01,H4,2001-08-20,14:09:00,14:24:00
HYAUG01,H6,2001-08-22,09:49:00,09:59:00
HYAUG01,I2,2001-08-22,14:05:00,14:14:00
HYAUG01,J2,2001-08-22,16:17:00,16:25:00
HYAUG01,J4,2001-08-22,16:58:00,17:06:00
HYAUG02,01,2002-08-22,14:26:00,14:36:00
HYAUG02,02,2002-08-22,12:07:00,12:17:00
HYAUG02,04,2002-08-22,11:19:00,11:29:00
HYAUG02,05,2002-08-22,15:06:00,15:15:00
HYAUG02,07,2002-08-22,10:01:00,10:10:00
HYAUG02,08,2002-08-22,15:38:00,15:47:00
HYAUG02,09,2002-08-22,08:19:00,08:41:00
HYAUG02,12,2002-08-23,11:29:00,11:38:00
HYAUG02,13,2002-08-23,11:56:00,12:06:00
HYAUG02,15,2002-08-23,13:41:00,14:08:00
HYAUG02,16,2002-08-23,10:46:00,11:08:00
HYAUG02,18,2002-08-23,10:13:00,10:29:00
HYAUG02,21,2002-08-23,07:03:00,07:14:00
HYAUG02,23,2002-08-23,08:30:00,08:42:00
HYAUG02,26,2002-08-23,07:59:00,08:08:00
HYAUG02,A4,2002-08-22,13:12:00,13:45:00
HYAUG02,B3,2002-08-22,12:30:00,12:41:00
HYAUG02,BLANK A,2002-08-22,00:00:00,00:00:00
HYAUG02,C1,2002-08-22,11:46:00,11:56:00
HYAUG02,C2,2002-08-22,10:35:00,11:00:00
HYAUG02,D3,2002-08-22,09:10:00,09:43:00
HYAUG02,E1,2002-08-23,12:25:00,12:56:00
HYAUG02,F3,2002-08-23,14:52:00,15:04:00
HYAUG02,H2,2002-08-23,07:29:00,07:39:00
HYAUG02,H4,2002-08-23,08:58:00,09:24:00
HYAUG03,01,2003-08-20,14:00:00,14:48:00
HYAUG03,02,2003-08-20,12:00:00,12:08:00
HYAUG03,03,2003-08-20,15:20:00,15:30:00
HYAUG03,04,2003-08-20,10:57:00,11:05:00
HYAUG03,05,2003-08-20,16:06:00,16:14:00
HYAUG03,06,2003-08-20,10:31:00,10:41:00
HYAUG03,07,2003-08-20,09:33:00,10:17:00
HYAUG03,08,2003-08-20,16:40:00,16:49:00
HYAUG03,09,2003-08-20,08:06:00,08:26:00
HYAUG03,10,2003-08-21,12:53:00,13:03:00
HYAUG03,12,2003-08-20,17:34:00,17:42:00
