Cruise,Station Name,Date,Time_ON,Time_OFF
HYJUN00,20,2000-06-23,09:47:00,09:58:00
HYJUN00,21,2000-06-23,15:25:00,15:36:00
HYJUN00,22,2000-06-23,08:43:00,08:56:00
HYJUN00,23,2000-06-23,07:32:00,07:55:00
HYJUN00,25,2000-06-22,11:47:00,12:00:00
HYJUN00,26,2000-06-22,16:05:00,16:14:00
HYJUN00,27,2000-06-22,13:45:00,13:57:00
HYJUN00,28,2000-06-22,13:06:00,13:20:00
HYJUN00,29,2000-06-22,15:37:00,15:46:00
HYJUN00,30,2000-06-22,14:18:00,14:28:00
HYJUN00,31,2000-06-22,11:00:00,11:13:00
HYJUN00,32,2000-06-22,14:55:00,15:04:00
HYJUN00,33,2000-06-22,10:22:00,10:33:00
HYJUN00,A4,2000-06-26,11:33:00,11:51:00
HYJUN00,B3,2000-06-26,12:16:00,12:33:00
HYJUN00,BLANK A,2000-06-26,00:00:00,00:00:00
HYJUN00,BLANK B,2000-06-22,00:00:00,00:00:00
HYJUN00,C1,2000-06-26,10:18:00,10:30:00
HYJUN00,C2,2000-06-26,13:57:00,14:12:00
HYJUN00,D3,2000-06-26,15:10:00,15:29:00
HYJUN00,E1,2000-06-23,12:51:00,13:07:00
HYJUN00,F2,2000-06-23,13:53:00,14:05:00
HYJUN00,F3,2000-06-23,10:26:00,10:41:00
HYJUN00,H2,2000-06-23,07:19:00,07:30:00
HYJUN00,H4,2000-06-23,08:07:00,08:20:00
HYJUN00,H6,2000-06-22,12:13:00,12:40:00
HYJUN00,I2,2000-06-22,09:30:00,09:41:00
HYJUN00,J2,2000-06-22,07:43:00,07:57:00
HYJUN00,J4,2000-06-22,08:24:00,08:35:00
HYJUN01,01,2001-06-21,13:58:00,00:00:00
HYJUN01,02,2001-06-21,13:30:00,00:00:00
HYJUN01,03,2001-06-21,14:49:00,00:00:00
HYJUN01,07,2001-06-21,10:26:00,00:00:00
HYJUN01,08,2001-06-21,09:08:00,00:00:00
HYJUN01,09,2001-06-21,08:29:00,00:00:00
HYJUN01,12,2001-06-22,08:35:00,00:00:00
HYJUN01,13,2001-06-22,09:12:00,00:00:00
HYJUN01,14,2001-06-22,11:16:00,00:00:00
HYJUN01,15,2001-06-22,10:35:00,00:00:00
HYJUN01,16,2001-06-22,12:39:00,00:00:00
HYJUN01,A4,2001-06-21,12:53:00,00:00:00
HYJUN01,B3,2001-06-21,12:10:00,00:00:00
HYJUN01,C1,2001-06-21,11:30:00,00:00:00
HYJUN01,C2,2001-06-21,10:54:00,00:00:00
HYJUN01,D3,2001-06-21,09:43:00,00:00:00
HYJUN01,E1,2001-06-22,09:45:00,00:00:00
HYJUN01,F2,2001-06-22,12:18:00,00:00:00
HYJUN01,F3,2001-06-22,11:30:00,00:00:00
HYJUN02,01,2002-06-26,11:07:00,11:11:00
HYJUN02,04,2002-06-26,10:35:00,10:40:00
HYJUN02,05,2002-06-26,12:37:00,12:42:00
HYJUN02,07,2002-06-26,09:58:00,10:02:00
HYJUN02,08,2002-06-26,12:59:00,13:04:00
HYJUN02,09,2002-06-26,13:16:00,13:22:00
HYJUN02,10,2002-06-26,09:17:00,09:23:00
HYJUN02,A4,2002-06-26,11:45:00,11:52:00
HYJUN02,B3,2002-06-26,11:22:00,11:27:00
HYJUN02,C1,2002-06-26,10:52:00,10:57:00
HYJUN02,C2,2002-06-26,10:18:00,10:24:00
HYJUN02,D3,2002-06-26,09:39:00,09:47:00
HYJUN02,E1,2002-06-26,08:41:00,08:59:00
HYJUN03,01,2003-06-19,13:23:00,13:31:00
HYJUN03,02,2003-06-19,11:56:00,12:04:00
HYJUN03,03,2003-06-19,13:44:00,13:52:00
HYJUN03,04,2003-06-19,11:24:00,11:30:00
HYJUN03,05,2003-06-19,14:04:00,14:11:00
HYJUN03,08,2003-06-19,14:30:00,14:38:00
HYJUN03,09,2003-06-19,14:54:00,15:03:00
HYJUN03,10,2003-06-19,10:12:00,10:20:00
HYJUN03,15,2003-06-19,09:18:00,09:25:00
HYJUN03,A4,2003-06-19,12:40:00,12:53:00
HYJUN03,B3,2003-06-19,12:12:00,12:20:00
HYJUN03,C1,2003-06-19,11:41:00,11:50:00
HYJUN03,C2,2003-06-19,11:04:00,11:14:00
HYJUN03,D3,2003-06-19,10:37:00,10:49:00
HYJUN03,E1,2003-06-19,09:45:00,09:57:00
HYJUN03,F2,2003-06-19,08:25:00,08:36:00
HYJUN03,F3,2003-06-19,08:42:00,08:57:00
HYJUN04,01,2004-06-29,12:48:00,12:55:00
HYJUN04,02,2004-06-29,10:56:00,11:05:00
HYJUN04,03,2004-06-29,13:14:00,13:21:00
HYJUN04,04,2004-06-29,10:14:00,10:21:00
HYJUN04,05,2004-06-29,13:37:00,13:44:00
HYJUN04,07,2004-06-29,09:16:00,09:24:00
HYJUN04,08,2004-06-29,14:09:00,14:17:00
HYJUN04,09,2004-06-29,08:11:00,08:21:00
HYJUN04,10,2004-06-28,13:20:00,13:30:00
HYJUN04,13,2004-06-28,14:28:00,14:36:00
HYJUN04,15,2004-06-28,12:40:00,12:50:00
HYJUN04,A4,2004-06-29,11:57:00,12:08:00
HYJUN04,B3,2004-06-29,11:18:00,11:27:00
HYJUN04,C1,2004-06-29,10:38:00,10:47:00
HYJUN04,C2,2004-06-29,09:47:00,09:57:00
HYJUN04,D3,2004-06-29,08:50:00,09:02:00
HYJUN04,E1,2004-06-28,13:55:00,14:08:00
HYJUN04,F2,2004-06-28,14:54:00,15:04:00
HYJUN04,F3,2004-06-28,11:55:00,12:06:00
HYJUN04,H6,2004-06-28,10:35:00,10:49:00
HYJUN04,I2,2004-06-28,09:05:00,09:16:00
HYJUN04,J2,2004-06-28,07:58:00,08:13:00
HYJUN05,01,2005-06-23,10:15:00,10:24:00
HYJUN05,02,2005-06-23,11:36:00,11:45:00
HYJUN05,03,2005-06-23,09:46:00,09:55:00
HYJUN05,04,2005-06-23,11:54:00,12:05:00
HYJUN05,05,2005-06-23,09:30:00,09:37:00
HYJUN05,06,2005-06-23,12:47:00,12:57:00
HYJUN05,07,2005-06-23,13:06:00,13:15:00
HYJUN05,08,2005-06-23,09:09:00,09:18:00
HYJUN05,09,2005-06-23,08:52:00,08:58:00
HYJUN05,12,2005-06-23,08:20:00,08:41:00
HYJUN05,A4,2005-06-23,10:43:00,10:56:00
HYJUN05,B3,2005-06-23,11:20:00,11:29:00
HYJUN05,C1,2005-06-23,10:00:00,10:09:00
HYJUN05,C2,2005-06-23,12:14:00,12:41:00
HYJUN05,D3,2005-06-23,13:23:00,13:36:00
HYJUN06,01,2006-06-23,08:59:00,09:10:00
HYJUN06,02,2006-06-23,10:04:00,10:14:00
HYJUN06,03,2006-06-23,08:41:00,08:52:00
HYJUN06,04,2006-06-23,10:35:00,10:43:00
HYJUN06,05,2006-06-23,08:26:00,08:35:00
HYJUN06,06,2006-06-23,11:06:00,11:16:00
HYJUN06,07,2006-06-23,11:21:00,11:30:00
HYJUN06,08,2006-06-23,08:07:00,08:15:00
HYJUN06,09,2006-06-23,07:49:00,07:57:00
HYJUN06,10,2006-06-23,12:25:00,12:33:00
HYJUN06,12,2006-06-23,07:30:00,07:38:00
HYJUN06,15,2006-06-23,12:45:00,12:54:00
HYJUN06,A4,2006-06-23,09:25:00,09:37:00
HYJUN06,B3,2006-06-23,09:48:00,09:58:00
HYJUN06,C1,2006-06-23,10:18:00,10:26:00
HYJUN06,C2,2006-06-23,10:49:00,11:00:00
HYJUN06,D3,2006-06-23,11:37:00,11:48:00
HYJUN06,E1,2006-06-23,12:01:00,12:12:00
HYJUN06,F2,2006-06-23,13:28:00,00:00:00
HYJUN06,F3,2006-06-23,13:07:00,13:19:00
HYJUN07,01,2007-06-21,08:26:00,08:35:00
HYJUN07,02,2007-06-21,09:38:00,09:45:00
HYJUN07,03,2007-06-21,08:05:00,08:17:00
HYJUN07,04,2007-06-21,10:07:00,10:15:00
HYJUN07,05,2007-06-21,07:48:00,07:58:00
HYJUN07,06,2007-06-21,10:42:00,10:50:00
HYJUN07,07,2007-06-21,10:58:00,11:06:00
HYJUN07,08,2007-06-21,07:25:00,07:36:00
HYJUN07,09,2007-06-21,07:05:00,07:15:00
HYJUN07,10,2007-06-21,12:15:00,12:23:00
HYJUN07,12,2007-06-21,06:47:00,06:55:00
HYJUN07,14,2007-06-21,12:53:00,13:05:00
HYJUN07,15,2007-06-21,12:36:00,12:44:00
HYJUN07,A4,2007-06-21,09:05:00,09:20:00
HYJUN07,B3,2007-06-21,08:44:00,08:53:00
HYJUN07,C1,2007-06-21,09:50:00,10:00:00
HYJUN07,C2,2007-06-21,10:22:00,10:37:00
HYJUN07,D3,2007-06-21,11:13:00,11:31:00
HYJUN07,E1,2007-06-21,11:46:00,12:00:00
HYJUN07,F2,2007-06-21,13:37:00,13:46:00
HYJUN07,F3,2007-06-21,13:14:00,13:26:00
HYJUN08,01,2008-06-17,10:01:00,10:10:00
HYJUN08,02,2008-06-17,11:11:00,11:20:00
HYJUN08,03,2008-06-17,09:30:00,09:40:00
HYJUN08,04,2008-06-17,11:29:00,11:37:00
HYJUN08,05,2008-06-17,09:14:00,09:22:00
HYJUN08,06,2008-06-17,11:43:00,11:52:00
HYJUN08,07,2008-06-17,11:59:00,12:09:00
HYJUN08,08,2008-06-17,08:33:00,08:43:00
HYJUN08,09,2008-06-17,07:45:00,07:53:00
HYJUN08,10,2008-06-17,12:40:00,12:49:00
HYJUN08,12,2008-06-17,07:22:00,07:32:00
HYJUN08,13,2008-06-17,14:07:00,14:16:00
HYJUN08,14,2008-06-17,13:21:00,13:31:00
HYJUN08,15,2008-06-17,13:02:00,13:11:00
HYJUN08,16,2008-06-17,14:40:00,14:46:00
HYJUN08,A4,2008-06-17,10:31:00,10:42:00
HYJUN08,B3,2008-06-17,10:55:00,11:05:00
HYJUN08,C1,2008-06-17,09:46:00,09:55:00
HYJUN08,C2,2008-06-17,08:57:00,09:07:00
HYJUN08,D3,2008-06-17,12:16:00,12:29:00
HYJUN08,E1,2008-06-17,08:04:00,08:15:00
HYJUN08,F2,2008-06-17,14:25:00,14:33:00
HYJUN08,F3,2008-06-17,13:41:00,13:52:00
HYJUN09,01,2009-06-23,10:45:00,10:52:00
HYJUN09,02,2009-06-23,09:44:00,09:52:00
HYJUN09,03,2009-06-23,11:00:00,11:09:00
HYJUN09,04,2009-06-23,09:18:00,09:24:00
HYJUN09,05,2009-06-23,11:16:00,11:23:00
HYJUN09,06,2009-06-23,09:05:00,09:12:00
HYJUN09,07,2009-06-23,11:55:00,12:01:00
HYJUN09,08,2009-06-23,11:35:00,11:43:00
HYJUN09,09,2009-06-23,07:49:00,07:57:00
HYJUN09,10,2009-06-23,12:13:00,12:21:00
HYJUN09,12,2009-06-23,07:32:00,07:38:00
HYJUN09,13,2009-06-23,13:27:00,13:34:00
HYJUN09,14,2009-06-23,12:46:00,12:55:00
HYJUN09,15,2009-06-23,12:32:00,12:38:00
HYJUN09,A4,2009-06-23,10:15:00,10:24:00
HYJUN09,B3,2009-06-23,09:57:00,10:04:00
HYJUN09,C1,2009-06-23,09:31:00,09:40:00
HYJUN09,C2,2009-06-23,08:51:00,09:00:00
HYJUN09,D3,2009-06-23,08:29:00,08:41:00
HYJUN09,E1,2009-06-23,08:06:00,08:14:00
HYJUN09,F2,2009-06-23,13:42:00,13:49:00
HYJUN09,F3,2009-06-23,13:07:00,13:15:00
HYJUN10,01,2010-06-18,08:48:00,08:55:00
HYJUN10,02,2010-06-18,09:54:00,10:01:00
HYJUN10,03,2010-06-18,08:29:00,08:39:00
HYJUN10,04,2010-06-18,10:23:00,10:30:00
HYJUN10,05,2010-06-18,08:13:00,08:22:00
HYJUN10,06,2010-06-18,10:58:00,11:05:00
HYJUN10,07,2010-06-18,11:12:00,11:18:00
HYJUN10,08,2010-06-18,07:54:00,08:00:00
HYJUN10,09,2010-06-18,07:38:00,07:44:00
HYJUN10,10,2010-06-18,12:16:00,12:25:00
HYJUN10,12,2010-06-18,07:17:00,07:28:00
HYJUN10,14,2010-06-18,12:54:00,13:05:00
HYJUN10,15,2010-06-18,12:36:00,12:44:00
HYJUN10,A4,2010-06-18,09:25:00,09:39:00
HYJUN10,B3,2010-06-18,09:04:00,09:12:00
HYJUN10,C1,2010-06-18,10:05:00,10:15:00
HYJUN10,C2,2010-06-18,10:37:00,10:53:00
HYJUN10,D3,2010-06-18,11:25:00,11:40:00
HYJUN10,E1,2010-06-18,11:52:00,12:05:00
HYJUN10,F2,2010-06-18,13:36:00,13:48:00
HYJUN10,F3,2010-06-18,13:14:00,13:27:00
HYJUN11,01,2011-06-16,08:48:00,08:54:00
HYJUN11,02,2011-06-16,09:57:00,10:03:00
HYJUN11,03,2011-06-16,08:32:00,08:40:00
HYJUN11,04,2011-06-16,10:24:00,10:30:00
HYJUN11,05,2011-06-16,08:19:00,08:24:00
HYJUN11,06,2011-06-16,10:54:00,11:01:00
HYJUN11,07,2011-06-16,11:08:00,11:14:00
HYJUN11,08,2011-06-16,08:01:00,08:07:00
HYJUN11,09,2011-06-16,07:46:00,07:51:00
HYJUN11,10,2011-06-16,12:11:00,12:18:00
HYJUN11,12,2011-06-16,07:25:00,07:36:00
HYJUN11,14,2011-06-16,12:49:00,12:59:00
HYJUN11,15,2011-06-16,12:32:00,12:38:00
HYJUN11,A4,2011-06-16,09:21:00,09:30:00
HYJUN11,B3,2011-06-16,09:01:00,09:08:00
HYJUN11,C1,2011-06-16,10:08:00,10:15:00
HYJUN11,C2,2011-06-16,10:39:00,10:48:00
HYJUN11,D3,2011-06-16,11:21:00,11:33:00
HYJUN11,E1,2011-06-16,11:48:00,11:59:00
HYJUN11,F2,2011-06-16,13:32:00,13:39:00
HYJUN11,F3,2011-06-16,13:09:00,13:21:00
HYJUN12,01,2012-06-12,09:20:00,09:25:00
HYJUN12,02,2012-06-12,10:23:00,10:29:00
HYJUN12,03,2012-06-12,08:53:00,09:01:00
HYJUN12,04,2012-06-12,10:39:00,10:45:00
HYJUN12,06,2012-06-12,10:51:00,10:56:00
HYJUN12,07,2012-06-12,11:04:00,00:00:00
HYJUN12,08,2012-06-12,08:06:00,08:12:00
HYJUN12,09,2012-06-12,07:47:00,07:54:00
HYJUN12,10,2012-06-12,11:42:00,11:50:00
HYJUN12,12,2012-06-12,07:29:00,07:34:00
HYJUN12,14,2012-06-12,12:25:00,12:35:00
HYJUN12,15,2012-06-12,12:07:00,12:14:00
HYJUN12,16,2012-06-12,13:23:00,13:27:00
HYJUN12,A4,2012-06-12,09:47:00,09:56:00
HYJUN12,B3,2012-06-12,10:12:00,10:21:00
HYJUN12,C1,2012-06-12,09:07:00,09:14:00
HYJUN12,C2,2012-06-12,08:36:00,08:45:00
HYJUN12,D3,2012-06-12,11:18:00,11:27:00
HYJUN12,F2,2012-06-12,13:08:00,13:14:00
HYJUN12,F3,2012-06-12,12:45:00,12:56:00
HYJUN13,01,2013-06-21,12:06:00,12:12:00
HYJUN13,02,2013-06-21,13:50:00,13:56:00
HYJUN13,03,2013-06-21,11:29:00,11:35:00
HYJUN13,04,2013-06-21,14:14:00,14:20:00
HYJUN13,05,2013-06-21,11:08:00,11:12:00
HYJUN13,06,2013-06-21,14:32:00,14:37:00
HYJUN13,07,2013-06-21,14:52:00,14:57:00
HYJUN13,08,2013-06-21,10:13:00,10:20:00
HYJUN13,09,2013-06-21,09:43:00,09:49:00
HYJUN13,10,2013-06-21,15:44:00,15:50:00
HYJUN13,12,2013-06-21,08:21:00,08:26:00
HYJUN13,13,2013-06-21,08:45:00,08:55:00
HYJUN13,14,2013-06-21,16:43:00,16:50:00
HYJUN13,15,2013-06-21,16:19:00,16:24:00
HYJUN13,16,2013-06-21,07:48:00,07:55:00
HYJUN13,A4,2013-06-21,12:57:00,13:05:00
HYJUN13,B3,2013-06-21,13:31:00,13:38:00
HYJUN13,C1,2013-06-21,11:47:00,11:53:00
HYJUN13,C2,2013-06-21,10:49:00,10:57:00
HYJUN13,D3,2013-06-21,15:11:00,15:25:00
HYJUN13,E1,2013-06-21,09:11:00,09:21:00
HYJUN13,F2,2013-06-21,17:40:00,17:45:00
HYJUN13,F3,2013-06-21,17:12:00,17:18:00
HYJUN14,01,2014-06-19,11:08:00,11:14:00
HYJUN14,02,2014-06-19,12:13:00,12:17:00
HYJUN14,03,2014-06-19,10:43:00,10:49:00
HYJUN14,04,2014-06-19,12:30:00,12:34:00
HYJUN14,05,2014-06-19,10:29:00,10:34:00
HYJUN14,06,2014-06-19,12:42:00,12:46:00
HYJUN14,07,2014-06-19,12:55:00,12:59:00
HYJUN14,08,2014-06-19,09:53:00,09:59:00
HYJUN14,09,2014-06-19,09:35:00,09:40:00
HYJUN14,10,2014-06-19,13:33:00,13:37:00
HYJUN14,12,2014-06-19,09:14:00,09:18:00
HYJUN14,14,2014-06-19,14:10:00,14:17:00
HYJUN14,15,2014-06-19,13:54:00,13:59:00
HYJUN14,16,2014-06-19,15:03:00,15:08:00
HYJUN14,A4,2014-06-19,11:41:00,11:48:00
HYJUN14,B3,2014-06-19,12:02:00,12:07:00
HYJUN14,C1,2014-06-19,10:55:00,11:01:00
HYJUN14,C2,2014-06-19,10:15:00,10:22:00
HYJUN14,D3,2014-06-19,13:08:00,13:15:00
HYJUN14,F2,2014-06-19,14:48:00,14:54:00
HYJUN14,F3,2014-06-19,14:29:00,14:37:00
HYJUN15,01,2015-06-18,14:56:00,15:02:00
HYJUN15,02,2015-06-18,15:17:00,15:22:00
HYJUN15,0210,2015-06-18,11:33:00,11:37:00
HYJUN15,0219,2015-06-17,12:46:00,12:56:00
HYJUN15,03,2015-06-18,13:33:00,13:40:00
HYJUN15,0313,2015-06-18,10:01:00,10:06:00
HYJUN15,04,2015-06-19,10:33:00,10:37:00
HYJUN15,0422,2015-06-17,10:54:00,11:04:00
HYJUN15,05,2015-06-18,13:12:00,13:16:00
HYJUN15,06,2015-06-19,10:14:00,10:19:00
HYJUN15,0617,2015-06-18,07:54:00,08:06:00
HYJUN15,07,2015-06-19,11:08:00,11:12:00
HYJUN15,08,2015-06-18,12:38:00,12:43:00
HYJUN15,09,2015-06-18,11:17:00,11:21:00
HYJUN15,10,2015-06-19,11:44:00,11:49:00
HYJUN15,12,2015-06-18,09:35:00,09:39:00
HYJUN15,14,2015-06-17,15:52:00,16:02:00
HYJUN15,15,2015-06-19,12:24:00,12:29:00
HYJUN15,16,2015-06-18,09:05:00,09:08:00
HYJUN15,18,2015-06-17,07:56:00,08:04:00
HYJUN15,5911,2015-06-18,16:48:00,16:54:00
HYJUN15,5914,2015-06-17,14:38:00,14:44:00
HYJUN15,C1,2015-06-18,15:32:00,15:38:00
HYJUN15,D3,2015-06-19,09:43:00,09:51:00
HYJUN15,E1,2015-06-19,09:00:00,09:08:00
HYJUN15,F2,2015-06-19,08:08:00,08:17:00
HYJUN15,H4,2015-06-17,09:28:00,09:38:00
HYJUN15,H6,2015-06-17,12:21:00,12:31:00
HYJUN16,01,2016-06-20,10:05:00,10:10:00
HYJUN16,02,2016-06-20,11:18:00,11:24:00
HYJUN16,03,2016-06-20,09:37:00,09:45:00
HYJUN16,04,2016-06-20,11:39:00,11:45:00
HYJUN16,05,2016-06-20,09:23:00,09:28:00
HYJUN16,06,2016-06-20,11:54:00,12:01:00
HYJUN16,07,2016-06-20,12:11:00,12:17:00
HYJUN16,08,2016-06-20,08:46:00,08:53:00
HYJUN16,09,2016-06-20,08:28:00,08:33:00
HYJUN16,10,2016-06-20,12:54:00,13:00:00
HYJUN16,12,2016-06-20,08:07:00,08:12:00
HYJUN16,13,2016-06-20,14:23:00,00:00:00
HYJUN16,14,2016-06-20,13:37:00,13:45:00
HYJUN16,15,2016-06-20,13:18:00,13:25:00
HYJUN16,16,2016-06-20,15:00:00,15:07:00
HYJUN16,A4,2016-06-20,10:33:00,10:42:00
HYJUN16,B3,2016-06-20,11:02:00,11:09:00
HYJUN16,C1,2016-06-20,09:50:00,09:57:00
HYJUN16,C2,2016-06-20,09:08:00,09:17:00
HYJUN16,D3,2016-06-20,12:26:00,12:37:00
HYJUN16,E1,2016-06-20,13:58:00,14:07:00
HYJUN16,F2,2016-06-20,14:44:00,14:51:00
HYJUN17,01,2017-06-21,10:37:00,10:42:00
HYJUN17,02,2017-06-21,11:41:00,11:47:00
HYJUN17,03,2017-06-21,10:18:00,10:27:00
HYJUN17,04,2017-06-21,12:08:00,12:14:00
HYJUN17,05,2017-06-21,10:03:00,10:10:00
HYJUN17,06,2017-06-21,12:38:00,12:45:00
HYJUN17,07,2017-06-21,12:50:00,12:57:00
HYJUN17,08,2017-06-21,09:45:00,09:50:00
HYJUN17,09,2017-06-21,09:28:00,09:34:00
HYJUN17,10,2017-06-20,12:08:00,12:17:00
HYJUN17,12,2017-06-20,13:50:00,13:57:00
HYJUN17,13,2017-06-20,13:31:00,13:39:00
HYJUN17,14,2017-06-20,11:20:00,11:33:00
HYJUN17,15,2017-06-20,11:44:00,11:54:00
HYJUN17,16,2017-06-20,14:10:00,14:19:00
HYJUN17,A4,2017-06-21,11:02:00,11:13:00
HYJUN17,B3,2017-06-21,11:29:00,11:36:00
HYJUN17,C1,2017-06-21,11:51:00,12:00:00
HYJUN17,C2,2017-06-21,12:22:00,12:32:00
HYJUN17,D3,2017-06-20,12:32:00,12:46:00
HYJUN17,E1,2017-06-20,13:08:00,13:20:00
HYJUN17,F2,2017-06-20,10:23:00,10:33:00
HYJUN17,F3,2017-06-20,10:54:00,11:04:00
HYJUN18,01,2018-06-12,10:21:00,10:27:00
HYJUN18,02,2018-06-12,11:30:00,11:35:00
HYJUN18,03,2018-06-12,10:03:00,10:12:00
HYJUN18,04,2018-06-12,11:57:00,12:03:00
HYJUN18,05,2018-06-12,09:49:00,09:55:00
HYJUN18,06,2018-06-12,12:28:00,12:34:00
HYJUN18,07,2018-06-12,12:41:00,12:48:00
HYJUN18,08,2018-06-12,09:30:00,09:36:00
HYJUN18,09,2018-06-12,09:14:00,09:18:00
HYJUN18,10,2018-06-12,13:55:00,14:00:00
HYJUN18,12,2018-06-12,08:56:00,09:02:00
HYJUN18,14,2018-06-12,14:33:00,14:41:00
HYJUN18,15,2018-06-12,14:18:00,14:23:00
HYJUN18,A4,2018-06-12,11:02:00,11:10:00
HYJUN18,B3,2018-06-12,10:37:00,10:43:00
HYJUN18,C1,2018-06-12,11:41:00,11:48:00
HYJUN18,C2,2018-06-12,12:11:00,12:21:00
HYJUN18,D3,2018-06-12,12:57:00,13:06:00
HYJUN18,E1,2018-06-12,13:25:00,13:36:00
HYJUN18,F2,2018-06-12,15:13:00,15:19:00
HYJUN18,F3,2018-06-12,14:53:00,15:01:00
HYJUN19,01,2019-06-12,10:37:00,10:41:00
HYJUN19,02,2019-06-12,11:31:00,11:35:00
HYJUN19,03,2019-06-12,10:13:00,10:20:00
HYJUN19,04,2019-06-12,11:45:00,11:52:00
HYJUN19,05,2019-06-12,09:45:00,09:51:00
HYJUN19,06,2019-06-12,11:56:00,12:04:00
HYJUN19,07,2019-06-12,12:07:00,12:11:00
HYJUN19,08,2019-06-12,09:27:00,09:34:00
HYJUN19,09,2019-06-12,09:09:00,09:15:00
HYJUN19,10,2019-06-12,12:55:00,13:00:00
HYJUN19,12,2019-06-12,08:49:00,08:56:00
HYJUN19,14,2019-06-12,13:27:00,13:33:00
HYJUN19,15,2019-06-12,13:13:00,13:17:00
HYJUN19,16,2019-06-12,14:10:00,14:14:00
HYJUN19,A4,2019-06-12,10:58:00,11:07:00
HYJUN19,B3,2019-06-12,11:19:00,11:23:00
HYJUN19,C1,2019-06-12,10:26:00,10:30:00
HYJUN19,C2,2019-06-12,09:58:00,10:06:00
HYJUN19,D3,2019-06-12,12:18:00,12:25:00
HYJUN19,E1,2019-06-12,12:38:00,12:46:00
HYJUN19,F2,2019-06-12,13:58:00,14:02:00
HYJUN19,F3,2019-06-12,13:42:00,13:48:00
HYJUN21,01,2021-06-22,12:32:00,12:37:00
HYJUN21,02,2021-06-22,13:40:00,13:46:00
HYJUN21,03,2021-06-22,12:08:00,12:15:00
HYJUN21,04,2021-06-22,14:08:00,14:12:00
HYJUN21,05,2021-06-22,11:53:00,11:58:00
HYJUN21,06,2021-06-22,14:38:00,14:42:00
HYJUN21,07,2021-06-22,14:50:00,14:54:00
HYJUN21,08,2021-06-22,11:30:00,11:38:00
HYJUN21,09,2021-06-22,11:11:00,11:17:00
HYJUN21,10,2021-06-21,14:37:00,14:43:00
HYJUN21,12,2021-06-22,10:50:00,11:00:00
HYJUN21,13,2021-06-21,13:06:00,13:17:00
HYJUN21,14,2021-06-21,13:54:00,14:03:00
HYJUN21,15,2021-06-21,14:15:00,14:21:00
HYJUN21,A4,2021-06-22,12:58:00,13:06:00
HYJUN21,B3,2021-06-22,13:26:00,13:31:00
HYJUN21,C1,2021-06-22,13:54:00,13:59:00
HYJUN21,C2,2021-06-22,14:23:00,14:30:00
HYJUN21,D3,2021-06-21,14:55:00,15:08:00
HYJUN21,E1,2021-06-21,13:31:00,13:41:00
HYJUN21,F2,2021-06-21,12:00:00,12:21:00
HYJUN21,F3,2021-06-21,12:36:00,12:49:00
HYJUN93,A2_ISC,1993-06-29,08:34:00,00:00:00
HYJUN93,A3_ISC,1993-06-29,08:49:00,00:00:00
HYJUN93,A5_ISC,1993-06-29,10:00:00,00:00:00
HYJUN93,B1S_ISC,1993-06-29,10:38:00,00:00:00
HYJUN93,B2_ISC,1993-06-29,10:57:00,00:00:00
HYJUN93,B3_ISC,1993-06-29,11:15:00,00:00:00
HYJUN93,B4_ISC,1993-06-29,11:28:00,00:00:00
HYJUN93,C1_ISC,1993-06-29,11:54:00,00:00:00
HYJUN93,C2_ISC,1993-06-29,12:19:00,00:00:00
HYJUN93,H-B_ISC,1993-06-29,10:14:00,00:00:00
HYJUN93,H-C1_ISC,1993-06-29,09:50:00,00:00:00
HYJUN94,01,1994-06-22,12:34:00,12:45:00
HYJUN94,02,1994-06-22,13:24:00,13:37:00
HYJUN94,03,1994-06-22,12:01:00,12:20:00
HYJUN94,04,1994-06-22,13:50:00,14:04:00
HYJUN94,05,1994-06-22,11:37:00,11:50:00
HYJUN94,06,1994-06-22,14:13:00,14:28:00
HYJUN94,08,1994-06-22,10:28:00,10:42:00
HYJUN94,09,1994-06-22,09:52:00,09:59:00
HYJUN94,10,1994-06-22,14:58:00,15:10:00
HYJUN94,12,1994-06-21,14:29:00,14:43:00
HYJUN94,13,1994-06-21,13:59:00,14:15:00
HYJUN94,14,1994-06-21,13:26:00,13:41:00
HYJUN94,15,1994-06-21,12:58:00,13:12:00
HYJUN94,16,1994-06-21,14:59:00,15:09:00
HYJUN94,18,1994-06-21,15:23:00,15:32:00
HYJUN94,19,1994-06-23,10:07:00,10:22:00
HYJUN94,20,1994-06-21,11:56:00,12:10:00
HYJUN94,21,1994-06-23,08:13:00,08:26:00
HYJUN94,22,1994-06-23,10:36:00,10:53:00
HYJUN94,25,1994-06-21,10:47:00,10:59:00
HYJUN94,26,1994-06-23,14:50:00,14:59:00
HYJUN94,27,1994-06-23,13:19:00,13:30:00
HYJUN94,28,1994-06-23,11:51:00,12:06:00
HYJUN94,29,1994-06-23,14:18:00,14:30:00
HYJUN94,30,1994-06-23,13:45:00,14:01:00
HYJUN94,31,1994-06-21,09:59:00,10:12:00
HYJUN94,33,1994-06-21,09:24:00,09:36:00
HYJUN94,34,1994-06-21,07:30:00,07:50:00
HYJUN94,B3,1994-06-22,13:00:00,13:14:00
HYJUN94,BLANK A,1994-06-21,00:00:00,00:00:00
HYJUN94,BLANK B,1994-06-23,00:00:00,00:00:00
HYJUN94,D3,1994-06-22,10:55:00,11:15:00
HYJUN94,E1,1994-06-22,15:30:00,15:47:00
HYJUN94,F2,1994-06-23,09:00:00,09:14:00
